DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationType,MonitoringLocationWaterbody,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-19,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,96.87,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-19,,,,,,Probe/Sensor,pH,,,8.61,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-19,,,,,,Probe/Sensor,Turbidity,,,22.5,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-19,,,,,,Probe/Sensor,"Temperature, water",,,11.5,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-19,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,135.93,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-03,,,,,,Probe/Sensor,Specific conductance,,,149.17,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-03,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,11.58,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-03,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,95.93,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-03,,,,,,Probe/Sensor,pH,,,8.21,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-03,,,,,,Probe/Sensor,Turbidity,,,76.9,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-03,,,,,,Probe/Sensor,"Temperature, water",,,7.2,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-03,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,118.8,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-11,,,,,,Probe/Sensor,Specific conductance,,,136.7,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-11,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,12.63,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-11,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,96.23,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-11,,,,,,Probe/Sensor,pH,,,8.2,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-11,,,,,,Probe/Sensor,Turbidity,,,24.1,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-11,,,,,,Probe/Sensor,"Temperature, water",,,4,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-11,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,142.33,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-15,,,,,,Probe/Sensor,Specific conductance,,,86.2,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-15,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,13.2,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-15,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,95.03,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-15,,,,,,Probe/Sensor,pH,,,8.08,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-15,,,,,,Probe/Sensor,Turbidity,,,69,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-15,,,,,,Probe/Sensor,"Temperature, water",,,1.83,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-15,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,142.23,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-23,,,,,,Probe/Sensor,Specific conductance,,,45.57,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-23,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,13.83,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-23,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,99.7,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-23,,,,,,Probe/Sensor,pH,,,7.84,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-23,,,,,,Probe/Sensor,Turbidity,,,16.2,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-23,,,,,,Probe/Sensor,"Temperature, water",,,1.9,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-10-23,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,126.73,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-02,,,,,,Probe/Sensor,Specific conductance,,,162.27,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-02,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.74,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-02,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,89.4,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-02,,,,,,Probe/Sensor,pH,,,7.95,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-02,,,,,,Probe/Sensor,Salinity,,,0.09,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-02,,,,,,Probe/Sensor,Turbidity,,,41.1,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-02,,,,,,Probe/Sensor,"Temperature, water",,,16.5,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-02,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,156.9,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Specific conductance,,,191.57,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Specific conductance,,,87.57,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.16,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,9.04,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,84.93,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,91.47,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,pH,,,7.96,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,pH,,,8.12,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Salinity,,,0.11,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Salinity,,,0.05,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Turbidity,,,41.5,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Turbidity,,,7.1,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,"Temperature, water",,,17.2,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,"Temperature, water",,,16.2,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,174.83,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-07,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,153.5,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-15,,,,,,Probe/Sensor,Specific conductance,,,178.17,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-15,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,9.34,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-15,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,92.7,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-15,,,,,,Probe/Sensor,pH,,,8.09,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-15,,,,,,Probe/Sensor,Salinity,,,0.11,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-15,,,,,,Probe/Sensor,Turbidity,,,198.7,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-15,,,,,,Probe/Sensor,"Temperature, water",,,14.67,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-15,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,124.67,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2017-06-29,,,,,,Probe/Sensor,Specific conductance,,,204.6,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
